Image_path;Insurance_company;Cost_of_vehicle;Min_coverage;Expiry_date;Max_coverage;Condition;Amount;;
img_4512529_3.jpg;A;45400.0;1135.0;11-08-25;39535.68;0;0.0;;
img_4512529_4.jpg;A;45400.0;1135.0;11-08-25;39535.68;0;0.0;;
img_4512529_5.jpg;A;45400.0;1135.0;11-08-25;39535.68;0;0.0;;
img_4513009.jpg;DA;36700.0;917.5;16-11-21;31966.68;0;0.0;;
img_4513009_1.jpg;DA;36700.0;917.5;16-11-21;31966.68;0;0.0;;
img_4513009_2.jpg;DA;36700.0;917.5;16-11-21;31966.68;0;0.0;;
img_4513009_3.jpg;DA;36700.0;917.5;16-11-21;31966.68;0;0.0;;
img_4513009_4.jpg;DA;36700.0;917.5;16-11-21;31966.68;0;0.0;;
img_4513009_5.jpg;DA;36700.0;917.5;16-11-21;31966.68;0;0.0;;
img_4513058.jpg;BQ;47900.0;1197.5;15-05-22;41710.68;0;0.0;;
img_4513058_1.jpg;BQ;47900.0;1197.5;15-05-22;41710.68;0;0.0;;
img_4513058_2.jpg;BQ;47900.0;1197.5;15-05-22;41710.68;0;0.0;;
img_4513058_3.jpg;BQ;47900.0;1197.5;15-05-22;41710.68;0;0.0;;
img_4513058_4.jpg;BQ;47900.0;1197.5;15-05-22;41710.68;0;0.0;;
img_4513058_5.jpg;BQ;47900.0;1197.5;15-05-22;41710.68;0;0.0;;
img_451308.jpg;A;49500.0;1237.5;11-08-22;43102.68;0;0.0;;
img_451308_1.jpg;A;49500.0;1237.5;11-08-22;43102.68;0;0.0;;
img_451308_2.jpg;A;49500.0;1237.5;11-08-22;43102.68;0;0.0;;
img_451308_3.jpg;A;49500.0;1237.5;11-08-22;43102.68;0;0.0;;
img_451308_4.jpg;A;49500.0;1237.5;11-08-22;43102.68;0;0.0;;
img_451308_5.jpg;A;49500.0;1237.5;11-08-22;43102.68;0;0.0;;
img_4513168.jpg;O;35000.0;875.0;24-03-22;30487.68;0;0.0;;
img_4513168_1.jpg;O;35000.0;875.0;24-03-22;30487.68;0;0.0;;
img_4513168_2.jpg;O;35000.0;875.0;24-03-22;30487.68;0;0.0;;
img_4513168_3.jpg;O;35000.0;875.0;24-03-22;30487.68;0;0.0;;
img_4513168_4.jpg;O;35000.0;875.0;24-03-22;30487.68;0;0.0;;
img_4513168_5.jpg;O;35000.0;875.0;24-03-22;30487.68;0;0.0;;
img_4513328.jpg;B;45400.0;1135.0;28-04-26;39535.68;0;0.0;;
img_4513328_1.jpg;B;45400.0;1135.0;28-04-26;39535.68;0;0.0;;
img_4513328_2.jpg;B;45400.0;1135.0;28-04-26;39535.68;0;0.0;;
img_4513328_3.jpg;B;45400.0;1135.0;28-04-26;39535.68;0;0.0;;
img_4513328_4.jpg;B;45400.0;1135.0;28-04-26;39535.68;0;0.0;;
img_4513328_5.jpg;B;45400.0;1135.0;28-04-26;39535.68;0;0.0;;
img_4513344.jpg;BC;39600.0;990.0;22-12-25;34489.68;0;0.0;;
img_4513344_1.jpg;BC;39600.0;990.0;22-12-25;34489.68;0;0.0;;
img_4513344_2.jpg;BC;39600.0;990.0;22-12-25;34489.68;0;0.0;;
img_4513344_3.jpg;BC;39600.0;990.0;22-12-25;34489.68;0;0.0;;
img_4513344_4.jpg;BC;39600.0;990.0;22-12-25;34489.68;0;0.0;;
img_4513344_5.jpg;BC;39600.0;990.0;22-12-25;34489.68;0;0.0;;
img_4513423.jpg;BB;53400.0;1335.0;08-12-24;46495.68;0;0.0;;
img_4513423_1.jpg;BB;53400.0;1335.0;08-12-24;46495.68;0;0.0;;
img_4513423_2.jpg;BB;53400.0;1335.0;08-12-24;46495.68;0;0.0;;
img_4513423_3.jpg;BB;53400.0;1335.0;08-12-24;46495.68;0;0.0;;
img_4513423_4.jpg;BB;53400.0;1335.0;08-12-24;46495.68;0;0.0;;
img_4513423_5.jpg;BB;53400.0;1335.0;08-12-24;46495.68;0;0.0;;
img_451397.jpg;O;47200.0;1180.0;07-03-24;41101.68;0;0.0;;
img_451397_1.jpg;O;47200.0;1180.0;07-03-24;41101.68;0;0.0;;
img_451397_2.jpg;O;47200.0;1180.0;07-03-24;41101.68;0;0.0;;
img_451397_3.jpg;O;47200.0;1180.0;07-03-24;41101.68;0;0.0;;
img_451397_4.jpg;O;47200.0;1180.0;07-03-24;41101.68;0;0.0;;
img_451397_5.jpg;O;47200.0;1180.0;07-03-24;41101.68;0;0.0;;
img_4513976.jpg;BQ;41500.0;1037.5;03-12-26;36142.68;0;0.0;;
img_4513976_1.jpg;BQ;41500.0;1037.5;03-12-26;36142.68;0;0.0;;
img_4513976_2.jpg;BQ;41500.0;1037.5;03-12-26;36142.68;0;0.0;;
img_4513976_3.jpg;BQ;41500.0;1037.5;03-12-26;36142.68;0;0.0;;
img_4513976_4.jpg;BQ;41500.0;1037.5;03-12-26;36142.68;0;0.0;;
img_4513976_5.jpg;BQ;41500.0;1037.5;03-12-26;36142.68;0;0.0;;
img_4514159.jpg;BC;50200.0;1255.0;19-03-25;43711.68;0;0.0;;
img_4514159_1.jpg;BC;50200.0;1255.0;19-03-25;43711.68;0;0.0;;
img_4514159_2.jpg;BC;50200.0;1255.0;19-03-25;43711.68;0;0.0;;
img_4514159_3.jpg;BC;50200.0;1255.0;19-03-25;43711.68;0;0.0;;
img_4514159_4.jpg;BC;50200.0;1255.0;19-03-25;43711.68;0;0.0;;
img_4514159_5.jpg;BC;50200.0;1255.0;19-03-25;43711.68;0;0.0;;
img_4514501.jpg;O;23200.0;580.0;17-04-28;5878.0;1;8636.0;;
img_4514501_1.jpg;O;23200.0;580.0;17-04-28;5878.0;1;8636.0;;
img_4514501_2.jpg;O;23200.0;580.0;17-04-28;5878.0;1;8636.0;;
img_4514501_3.jpg;O;23200.0;580.0;17-04-28;5878.0;1;8636.0;;
img_4514501_4.jpg;O;23200.0;580.0;17-04-28;5878.0;1;8636.0;;
img_4514501_5.jpg;O;23200.0;580.0;17-04-28;5878.0;1;8636.0;;
img_4514527.jpg;O;46400.0;1160.0;16-09-26;11678.0;1;382.0;;
img_4514527_1.jpg;O;46400.0;1160.0;16-09-26;11678.0;1;382.0;;
img_4514527_2.jpg;O;46400.0;1160.0;16-09-26;11678.0;1;382.0;;
img_4514527_3.jpg;O;46400.0;1160.0;16-09-26;11678.0;1;382.0;;
img_4514527_4.jpg;O;46400.0;1160.0;16-09-26;11678.0;1;382.0;;
img_4514527_5.jpg;O;46400.0;1160.0;16-09-26;11678.0;1;382.0;;
img_4514532.jpg;RE;25600.0;640.0;25-07-25;6478.0;1;2417.0;;
img_4514532_1.jpg;RE;25600.0;640.0;25-07-25;6478.0;1;2417.0;;
img_4514532_2.jpg;RE;25600.0;640.0;25-07-25;6478.0;1;2417.0;;
img_4514532_3.jpg;RE;25600.0;640.0;25-07-25;6478.0;1;2417.0;;
img_4514532_4.jpg;RE;25600.0;640.0;25-07-25;6478.0;1;2417.0;;
img_4514532_5.jpg;RE;25600.0;640.0;25-07-25;6478.0;1;2417.0;;
img_4514546.jpg;BQ;;;14-05-23;;1;9353.0;;
img_4514546_1.jpg;BQ;;;14-05-23;;1;9353.0;;
img_4514546_2.jpg;BQ;;;14-05-23;;1;9353.0;;
img_4514546_3.jpg;BQ;;;14-05-23;;1;9353.0;;
img_4514546_4.jpg;BQ;;;14-05-23;;1;9353.0;;
img_4514546_5.jpg;BQ;;;14-05-23;;1;9353.0;;
img_4514547.jpg;DA;36000.0;900.0;28-04-23;9078.0;1;9491.0;;
img_4514547_1.jpg;DA;36000.0;900.0;28-04-23;9078.0;1;9491.0;;
img_4514547_2.jpg;DA;36000.0;900.0;28-04-23;9078.0;1;9491.0;;
img_4514547_3.jpg;DA;36000.0;900.0;28-04-23;9078.0;1;9491.0;;
img_4514547_4.jpg;DA;36000.0;900.0;28-04-23;9078.0;1;9491.0;;
img_4514547_5.jpg;DA;36000.0;900.0;28-04-23;9078.0;1;9491.0;;
img_4514561.jpg;O;42700.0;1067.5;29-02-28;10753.0;1;1623.0;;
img_4514561_1.jpg;O;42700.0;1067.5;29-02-28;10753.0;1;1623.0;;
img_4514561_2.jpg;O;42700.0;1067.5;29-02-28;10753.0;1;1623.0;;
img_4514561_3.jpg;O;42700.0;1067.5;29-02-28;10753.0;1;1623.0;;
img_4514561_4.jpg;O;42700.0;1067.5;29-02-28;10753.0;1;1623.0;;
img_4514561_5.jpg;O;42700.0;1067.5;29-02-28;10753.0;1;1623.0;;
img_4514588.jpg;AC;;;16-03-24;;1;5250.0;;
img_4514588_1.jpg;AC;;;16-03-24;;1;5250.0;;
img_4514588_2.jpg;AC;;;16-03-24;;1;5250.0;;
img_4514588_3.jpg;AC;;;16-03-24;;1;5250.0;;
img_4514588_4.jpg;AC;;;16-03-24;;1;5250.0;;
img_4514588_5.jpg;AC;;;16-03-24;;1;5250.0;;
img_4514598.jpg;BC;27900.0;697.5;19-04-25;7053.0;1;3829.0;;
img_4514598_1.jpg;BC;27900.0;697.5;19-04-25;7053.0;1;3829.0;;
img_4514598_2.jpg;BC;27900.0;697.5;19-04-25;7053.0;1;3829.0;;
img_4514598_3.jpg;BC;27900.0;697.5;19-04-25;7053.0;1;3829.0;;
img_4514598_4.jpg;BC;27900.0;697.5;19-04-25;7053.0;1;3829.0;;
img_4514598_5.jpg;BC;27900.0;697.5;19-04-25;7053.0;1;3829.0;;
img_4514603.jpg;RE;41400.0;1035.0;28-05-26;10428.0;1;4783.0;;
img_4514603_1.jpg;RE;41400.0;1035.0;28-05-26;10428.0;1;4783.0;;
img_4514603_2.jpg;RE;41400.0;1035.0;28-05-26;10428.0;1;4783.0;;
img_4514603_3.jpg;RE;41400.0;1035.0;28-05-26;10428.0;1;4783.0;;
img_4514603_4.jpg;RE;41400.0;1035.0;28-05-26;10428.0;1;4783.0;;
img_4514603_5.jpg;RE;41400.0;1035.0;28-05-26;10428.0;1;4783.0;;
img_4514606.jpg;RE;35000.0;875.0;21-09-25;8828.0;1;3960.0;;
img_4514606_1.jpg;RE;35000.0;875.0;21-09-25;8828.0;1;3960.0;;
img_4514606_2.jpg;RE;35000.0;875.0;21-09-25;8828.0;1;3960.0;;
img_4514606_3.jpg;RE;35000.0;875.0;21-09-25;8828.0;1;3960.0;;
img_4514606_4.jpg;RE;35000.0;875.0;21-09-25;8828.0;1;3960.0;;
img_4514606_5.jpg;RE;35000.0;875.0;21-09-25;8828.0;1;3960.0;;
img_4514612.jpg;AA;46400.0;1160.0;21-12-23;11678.0;1;494.0;;
img_4514612_1.jpg;AA;46400.0;1160.0;21-12-23;11678.0;1;494.0;;
img_4514612_2.jpg;AA;46400.0;1160.0;21-12-23;11678.0;1;494.0;;
img_4514612_3.jpg;AA;46400.0;1160.0;21-12-23;11678.0;1;494.0;;
img_4514612_4.jpg;AA;46400.0;1160.0;21-12-23;11678.0;1;494.0;;
img_4514612_5.jpg;AA;46400.0;1160.0;21-12-23;11678.0;1;494.0;;
img_4514629.jpg;AA;25400.0;635.0;17-10-26;6428.0;1;1456.0;;
img_4514629_1.jpg;AA;25400.0;635.0;17-10-26;6428.0;1;1456.0;;
img_4514629_2.jpg;AA;25400.0;635.0;17-10-26;6428.0;1;1456.0;;
img_4514629_3.jpg;AA;25400.0;635.0;17-10-26;6428.0;1;1456.0;;
img_4514629_4.jpg;AA;25400.0;635.0;17-10-26;6428.0;1;1456.0;;
img_4514629_5.jpg;AA;25400.0;635.0;17-10-26;6428.0;1;1456.0;;
img_4514646.jpg;BB;39900.0;997.5;07-08-24;10053.0;1;382.0;;
img_4514646_1.jpg;BB;39900.0;997.5;07-08-24;10053.0;1;382.0;;
img_4514646_2.jpg;BB;39900.0;997.5;07-08-24;10053.0;1;382.0;;
img_4514646_3.jpg;BB;39900.0;997.5;07-08-24;10053.0;1;382.0;;
img_4514646_4.jpg;BB;39900.0;997.5;07-08-24;10053.0;1;382.0;;
img_4514646_5.jpg;BB;39900.0;997.5;07-08-24;10053.0;1;382.0;;
img_4514648.jpg;BQ;37200.0;930.0;16-06-25;9378.0;1;5310.0;;
img_4514648_1.jpg;BQ;37200.0;930.0;16-06-25;9378.0;1;5310.0;;
img_4514648_2.jpg;BQ;37200.0;930.0;16-06-25;9378.0;1;5310.0;;
img_4514648_3.jpg;BQ;37200.0;930.0;16-06-25;9378.0;1;5310.0;;
img_4514648_4.jpg;BQ;37200.0;930.0;16-06-25;9378.0;1;5310.0;;
img_4514648_5.jpg;BQ;37200.0;930.0;16-06-25;9378.0;1;5310.0;;
img_4514653.jpg;AA;40200.0;1005.0;04-01-22;10128.0;1;2941.0;;
img_4514653_1.jpg;AA;40200.0;1005.0;04-01-22;10128.0;1;2941.0;;
img_4514653_2.jpg;AA;40200.0;1005.0;04-01-22;10128.0;1;2941.0;;
img_4514653_3.jpg;AA;40200.0;1005.0;04-01-22;10128.0;1;2941.0;;
img_4514653_4.jpg;AA;40200.0;1005.0;04-01-22;10128.0;1;2941.0;;
img_4514653_5.jpg;AA;40200.0;1005.0;04-01-22;10128.0;1;2941.0;;
img_4514658.jpg;DA;51200.0;1280.0;17-12-27;12878.0;1;2473.0;;
img_4514658_1.jpg;DA;51200.0;1280.0;17-12-27;12878.0;1;2473.0;;
img_4514658_2.jpg;DA;51200.0;1280.0;17-12-27;12878.0;1;2473.0;;
img_4514658_3.jpg;DA;51200.0;1280.0;17-12-27;12878.0;1;2473.0;;
img_4514658_4.jpg;DA;51200.0;1280.0;17-12-27;12878.0;1;2473.0;;
img_4514658_5.jpg;DA;51200.0;1280.0;17-12-27;12878.0;1;2473.0;;
img_4514663.jpg;B;31400.0;785.0;11-11-23;7928.0;1;4000.0;;
img_4514663_1.jpg;B;31400.0;785.0;11-11-23;7928.0;1;4000.0;;
img_4514663_2.jpg;B;31400.0;785.0;11-11-23;7928.0;1;4000.0;;
img_4514663_3.jpg;B;31400.0;785.0;11-11-23;7928.0;1;4000.0;;
img_4514663_4.jpg;B;31400.0;785.0;11-11-23;7928.0;1;4000.0;;
img_4514663_5.jpg;B;31400.0;785.0;11-11-23;7928.0;1;4000.0;;
img_4514696.jpg;BB;42600.0;1065.0;10-11-23;37099.68;0;0.0;;
img_4514696_1.jpg;BB;42600.0;1065.0;10-11-23;37099.68;0;0.0;;
img_4514696_2.jpg;BB;42600.0;1065.0;10-11-23;37099.68;0;0.0;;
img_4514696_3.jpg;BB;42600.0;1065.0;10-11-23;37099.68;0;0.0;;
img_4514696_4.jpg;BB;42600.0;1065.0;10-11-23;37099.68;0;0.0;;
img_4514696_5.jpg;BB;42600.0;1065.0;10-11-23;37099.68;0;0.0;;
img_4514709.jpg;B;23700.0;592.5;05-11-27;20656.68;0;0.0;;
img_4514709_1.jpg;B;23700.0;592.5;05-11-27;20656.68;0;0.0;;
img_4514709_2.jpg;B;23700.0;592.5;05-11-27;20656.68;0;0.0;;
img_4514709_3.jpg;B;23700.0;592.5;05-11-27;20656.68;0;0.0;;
img_4514709_4.jpg;B;23700.0;592.5;05-11-27;20656.68;0;0.0;;
img_4514709_5.jpg;B;23700.0;592.5;05-11-27;20656.68;0;0.0;;
img_4514715.jpg;BQ;53400.0;1335.0;10-01-25;13428.0;1;3324.0;;
img_4514715_1.jpg;BQ;53400.0;1335.0;10-01-25;13428.0;1;3324.0;;
img_4514715_2.jpg;BQ;53400.0;1335.0;10-01-25;13428.0;1;3324.0;;
img_4514715_3.jpg;BQ;53400.0;1335.0;10-01-25;13428.0;1;3324.0;;
img_4514715_4.jpg;BQ;53400.0;1335.0;10-01-25;13428.0;1;3324.0;;
img_4514715_5.jpg;BQ;53400.0;1335.0;10-01-25;13428.0;1;3324.0;;
img_4514720.jpg;RE;41900.0;1047.5;26-05-22;10553.0;1;8574.0;;
img_4514720_1.jpg;RE;41900.0;1047.5;26-05-22;10553.0;1;8574.0;;
img_4514720_2.jpg;RE;41900.0;1047.5;26-05-22;10553.0;1;8574.0;;
img_4514720_3.jpg;RE;41900.0;1047.5;26-05-22;10553.0;1;8574.0;;
img_4514720_4.jpg;RE;41900.0;1047.5;26-05-22;10553.0;1;8574.0;;
img_4514720_5.jpg;RE;41900.0;1047.5;26-05-22;10553.0;1;8574.0;;
img_4514749.jpg;B;44600.0;1115.0;21-07-28;11228.0;1;5858.0;;
img_4514749_1.jpg;B;44600.0;1115.0;21-07-28;11228.0;1;5858.0;;
img_4514749_2.jpg;B;44600.0;1115.0;21-07-28;11228.0;1;5858.0;;
img_4514749_3.jpg;B;44600.0;1115.0;21-07-28;11228.0;1;5858.0;;
img_4514749_4.jpg;B;44600.0;1115.0;21-07-28;11228.0;1;5858.0;;
img_4514749_5.jpg;B;44600.0;1115.0;21-07-28;11228.0;1;5858.0;;
img_4514751.jpg;BB;25800.0;645.0;15-01-27;6528.0;1;4359.0;;
img_4514751_1.jpg;BB;25800.0;645.0;15-01-27;6528.0;1;4359.0;;
img_4514751_2.jpg;BB;25800.0;645.0;15-01-27;6528.0;1;4359.0;;
img_4514751_3.jpg;BB;25800.0;645.0;15-01-27;6528.0;1;4359.0;;
img_4514751_4.jpg;BB;25800.0;645.0;15-01-27;6528.0;1;4359.0;;
img_4514751_5.jpg;BB;25800.0;645.0;15-01-27;6528.0;1;4359.0;;
img_4514772.jpg;B;37500.0;937.5;16-06-27;9453.0;1;9212.0;;
img_4514772_1.jpg;B;37500.0;937.5;16-06-27;9453.0;1;9212.0;;
img_4514772_2.jpg;B;37500.0;937.5;16-06-27;9453.0;1;9212.0;;
img_4514772_3.jpg;B;37500.0;937.5;16-06-27;9453.0;1;9212.0;;
img_4514772_4.jpg;B;37500.0;937.5;16-06-27;9453.0;1;9212.0;;
img_4514772_5.jpg;B;37500.0;937.5;16-06-27;9453.0;1;9212.0;;
img_4514779.jpg;AC;50700.0;1267.5;05-11-21;12753.0;1;4349.0;;
img_4514779_1.jpg;AC;50700.0;1267.5;05-11-21;12753.0;1;4349.0;;
img_4514779_2.jpg;AC;50700.0;1267.5;05-11-21;12753.0;1;4349.0;;
img_4514779_3.jpg;AC;50700.0;1267.5;05-11-21;12753.0;1;4349.0;;
img_4514779_4.jpg;AC;50700.0;1267.5;05-11-21;12753.0;1;4349.0;;
img_4514779_5.jpg;AC;50700.0;1267.5;05-11-21;12753.0;1;4349.0;;
img_4514786.jpg;AC;47800.0;1195.0;20-11-28;12028.0;1;674.0;;
img_4514786_1.jpg;AC;47800.0;1195.0;20-11-28;12028.0;1;674.0;;
img_4514786_2.jpg;AC;47800.0;1195.0;20-11-28;12028.0;1;674.0;;
img_4514786_3.jpg;AC;47800.0;1195.0;20-11-28;12028.0;1;674.0;;
img_4514786_4.jpg;AC;47800.0;1195.0;20-11-28;12028.0;1;674.0;;
img_4514786_5.jpg;AC;47800.0;1195.0;20-11-28;12028.0;1;674.0;;
img_4514832.jpg;AA;27100.0;677.5;01-11-22;6853.0;1;3070.0;;
img_4514832_1.jpg;AA;27100.0;677.5;01-11-22;6853.0;1;3070.0;;
img_4514832_2.jpg;AA;27100.0;677.5;01-11-22;6853.0;1;3070.0;;
img_4514832_3.jpg;AA;27100.0;677.5;01-11-22;6853.0;1;3070.0;;
img_4514832_4.jpg;AA;27100.0;677.5;01-11-22;6853.0;1;3070.0;;
img_4514832_5.jpg;AA;27100.0;677.5;01-11-22;6853.0;1;3070.0;;
img_4514864.jpg;A;42800.0;1070.0;16-12-26;10778.0;1;8450.0;;
img_4514864_1.jpg;A;42800.0;1070.0;16-12-26;10778.0;1;8450.0;;
img_4514864_2.jpg;A;42800.0;1070.0;16-12-26;10778.0;1;8450.0;;
img_4514864_3.jpg;A;42800.0;1070.0;16-12-26;10778.0;1;8450.0;;
img_4514864_4.jpg;A;42800.0;1070.0;16-12-26;10778.0;1;8450.0;;
img_4514864_5.jpg;A;42800.0;1070.0;16-12-26;10778.0;1;8450.0;;
img_4514893.jpg;AA;33000.0;825.0;11-06-24;8328.0;1;4389.0;;
img_4514893_1.jpg;AA;33000.0;825.0;11-06-24;8328.0;1;4389.0;;
img_4514893_2.jpg;AA;33000.0;825.0;11-06-24;8328.0;1;4389.0;;
img_4514893_3.jpg;AA;33000.0;825.0;11-06-24;8328.0;1;4389.0;;
img_4514893_4.jpg;AA;33000.0;825.0;11-06-24;8328.0;1;4389.0;;
img_4514893_5.jpg;AA;33000.0;825.0;11-06-24;8328.0;1;4389.0;;
img_4514894.jpg;DA;24900.0;622.5;18-09-26;6303.0;1;3875.0;;
img_4514894_1.jpg;DA;24900.0;622.5;18-09-26;6303.0;1;3875.0;;
img_4514894_2.jpg;DA;24900.0;622.5;18-09-26;6303.0;1;3875.0;;
img_4514894_3.jpg;DA;24900.0;622.5;18-09-26;6303.0;1;3875.0;;
img_4514894_4.jpg;DA;24900.0;622.5;18-09-26;6303.0;1;3875.0;;
img_4514894_5.jpg;DA;24900.0;622.5;18-09-26;6303.0;1;3875.0;;
img_451490.jpg;BQ;33300.0;832.5;15-08-24;29008.68;0;0.0;;
img_451490_1.jpg;BQ;33300.0;832.5;15-08-24;29008.68;0;0.0;;
img_451490_2.jpg;BQ;33300.0;832.5;15-08-24;29008.68;0;0.0;;
img_451490_3.jpg;BQ;33300.0;832.5;15-08-24;29008.68;0;0.0;;
img_451490_4.jpg;BQ;33300.0;832.5;15-08-24;29008.68;0;0.0;;
img_451490_5.jpg;BQ;33300.0;832.5;15-08-24;29008.68;0;0.0;;
img_4514917.jpg;DA;;;02-05-23;;1;5922.0;;
img_4514917_1.jpg;DA;;;02-05-23;;1;5922.0;;
img_4514917_2.jpg;DA;;;02-05-23;;1;5922.0;;
img_4514917_3.jpg;DA;;;02-05-23;;1;5922.0;;
img_4514917_4.jpg;DA;;;02-05-23;;1;5922.0;;
img_4514917_5.jpg;DA;;;02-05-23;;1;5922.0;;
img_4514957.jpg;BB;39300.0;982.5;20-09-23;9903.0;1;4204.0;;
img_4514957_1.jpg;BB;39300.0;982.5;20-09-23;9903.0;1;4204.0;;
img_4514957_2.jpg;BB;39300.0;982.5;20-09-23;9903.0;1;4204.0;;
img_4514957_3.jpg;BB;39300.0;982.5;20-09-23;9903.0;1;4204.0;;
img_4514957_4.jpg;BB;39300.0;982.5;20-09-23;9903.0;1;4204.0;;
img_4514957_5.jpg;BB;39300.0;982.5;20-09-23;9903.0;1;4204.0;;
img_4514974.jpg;BQ;48100.0;1202.5;23-03-23;12103.0;1;8968.0;;
img_4514974_1.jpg;BQ;48100.0;1202.5;23-03-23;12103.0;1;8968.0;;
img_4514974_2.jpg;BQ;48100.0;1202.5;23-03-23;12103.0;1;8968.0;;
img_4514974_3.jpg;BQ;48100.0;1202.5;23-03-23;12103.0;1;8968.0;;
img_4514974_4.jpg;BQ;48100.0;1202.5;23-03-23;12103.0;1;8968.0;;
img_4514974_5.jpg;BQ;48100.0;1202.5;23-03-23;12103.0;1;8968.0;;
img_4514998.jpg;BB;31800.0;795.0;31-01-25;8028.0;1;5552.0;;
img_4514998_1.jpg;BB;31800.0;795.0;31-01-25;8028.0;1;5552.0;;
img_4514998_2.jpg;BB;31800.0;795.0;31-01-25;8028.0;1;5552.0;;
img_4514998_3.jpg;BB;31800.0;795.0;31-01-25;8028.0;1;5552.0;;
img_4514998_4.jpg;BB;31800.0;795.0;31-01-25;8028.0;1;5552.0;;
img_4514998_5.jpg;BB;31800.0;795.0;31-01-25;8028.0;1;5552.0;;
img_4515002.jpg;BB;38800.0;970.0;10-01-24;9778.0;1;2535.0;;
img_4515002_1.jpg;BB;38800.0;970.0;10-01-24;9778.0;1;2535.0;;
img_4515002_2.jpg;BB;38800.0;970.0;10-01-24;9778.0;1;2535.0;;
img_4515002_3.jpg;BB;38800.0;970.0;10-01-24;9778.0;1;2535.0;;
img_4515002_4.jpg;BB;38800.0;970.0;10-01-24;9778.0;1;2535.0;;
img_4515002_5.jpg;BB;38800.0;970.0;10-01-24;9778.0;1;2535.0;;
